FID,OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUND,DATAQUALIT,FLAGS,SegStatus,CreateDate,Creator,ModifiedDa,ID,STUDY_TITL,COMPKEY_1,UNIT_ID_UN,DIR_FLOW,LANE,DAYS,Min_NORM_A,Max_NORM_A,Ave_NORM_A,Shape_Leng,ADJUST,Shape__Length
1767,1685,"13642,13640,13641",WOODLAND PL N,1605,N,5/27/2021 12:00:00 AM,72,106,968,906,1100,Study(Normalized21), ,Not,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336995,"WOODLAND PL N, S/O N 62ND ST",13642,10580/0610,TOTAL,STANDARD,6,0,0,0,813.95896792, ,813.958967919892
1768,1693,"15797,15800,15799,15798,17249,17250,17248","N 65TH ST,NE 65TH ST",1638,N,5/13/2021 12:00:00 AM,145,234,2246,2240,2400,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336873,"NE 65TH ST, W/O LATONA W AVE NE",17249,13465/0020,TOTAL,STANDARD,7,0,0,0,1457.64670619, ,1457.64670618875
1769,1696,"166439,166440,13475,166448","WATERS AVE S,64TH AVE S",61,N,4/27/2021 12:00:00 AM,51,63,693,674,800,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336706,"WATERS ER AVE S, NW/O S NORFOLK ST",166440,10382/0972,NW,STANDARD,7,0,0,0,1237.11981594, ,1237.11981594251
1770,1713,"13267,13266,13265,578003",VALLEY ST,1160,N,6/23/2021 12:00:00 AM,517,706,8992,8789,9700,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337254,"VALLEY ST, W/O FAIRVIEW AVE N",13267,10160/0110,TOTAL,STANDARD,7,0,0,0,1055.88197707, ,1055.8819770677
1771,1743,21629,SW 106TH ST,51,N,4/15/2021 12:00:00 AM,287,250,3085,2966,3400,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336567,"SW 106TH ST, W/O 35TH AVE SW",21629,17235/0350,TOTAL,STANDARD,7,0,0,0,1375.36529026, ,1375.36529025737
1772,1748,"7330,7328,7326,7327,7329",5TH AVE NE,1813,N,5/26/2021 12:00:00 AM,590,860,8705,7821,9500,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337019,"5TH AVE NE, N/O NE 95TH ST",7328,03895/0950,TOTAL,STANDARD,6,0,0,0,1990.83421326, ,1990.83421325879
1773,1754,"15385,15386,15384",N 39TH ST,1341,N,5/18/2021 12:00:00 AM,365,397,4788,4550,5200,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336915,"N 39TH ST, E/O LINDEN AVE N",15386,12035/0080,TOTAL,STANDARD,7,0,0,0,636.930286416, ,636.930286416023
1774,1755,"14249,14248,14246,14247",E JOHN ST,1082,N,8/3/2021 12:00:00 AM,635,730,10480,10020,11100,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337730,"E JOHN ST, E/O 14TH AVE E",14248,11200/0140,TOTAL,STANDARD,7,0,0,0,1038.18655988, ,1038.18655988327
1775,1758,"11292,11294,11293,11291,16779","LATONA AVE NE,NE 42ND ST",1454,N,5/26/2021 12:00:00 AM,118,166,1831,1864,2000,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336980,"LATONA AVE NE, N/O NE 40 UPPER ST",11291,08115/0400,N,STANDARD,6,0,0,0,2208.33653152, ,2208.33653152085
1776,1777,"2976,2975",20TH AVE NE,1724,N,3/30/2021 12:00:00 AM,184,239,2519,2340,2900,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336421,"20TH AVE NE, S/O NE 80TH ST",2976,01055/0770,TOTAL,STANDARD,7,0,0,0,1323.47700406, ,1323.4770040642
1777,1785,14257,E JOHN ST,1088,N,4/28/2021 12:00:00 AM,416,442,5095,4791,5600,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336685,"E JOHN ST, E/O 23RD AVE E",14257,11200/0230,TOTAL,STANDARD,7,0,0,0,341.145981419, ,341.145981419431
1778,1787,"23394,23396,23395,23393",WEST GREEN LAKE DR N,1718,N,3/25/2021 12:00:00 AM,118,199,1716,1741,2000,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336635,"WEST GREEN LAKE DR N, NE/O STONE AVE N",23394,18655/0730,TOTAL,STANDARD,7,0,0,0,2117.58716357, ,2117.58716357059
1779,1800,"16839,16838,15554,15551,15553,15550,15552","NE 45TH ST,N 45TH ST",1458,N,5/7/2021 12:00:00 AM,1083,1169,17328,16970,18800,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336725,"NE 45TH ST, E/O 1ST AVE NE",16838,13285/0010,TOTAL,STANDARD,7,0,0,0,1857.80421461, ,1857.80421461148
1780,1810,"1653,587356,1652",12TH AVE S,581,N,3/5/2021 12:00:00 AM,663,683,9365,8983,10700,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,336336,"12TH AVE S, S/O S MAIN ST",1653,00340/0030,TOTAL,STANDARD,7,0,0,0,616.982845438, ,616.982845438091
1781,1813,"23738,23546,23547","W SMITH ST,W MCGRAW PL",1254,N,6/17/2021 12:00:00 AM,332,337,3998,4271,4300,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337366,"W MCGRAW PL, NE/O W MCGRAW E ST",23547,18860/0010,TOTAL,STANDARD,7,0,0,0,1034.13313532, ,1034.13313531669
1782,1819,23301,W EMERSON ST,1370,N,6/29/2021 12:00:00 AM,245,267,3139,3167,3400,Study(Normalized21), ,Not,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337337,"W EMERSON ST, W/O WEST VIEWMONT WAY W",23301,18570/0420,TOTAL,STANDARD,6,0,0,0,270.090050174, ,270.090050173989
1783,1826,11584,MADISON ST,709,Y,8/3/2021 12:00:00 AM,517,467,6550,6254,6900,Study(Normalized21),COVID,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337606,"MADISON ST, NE/O 3RD AVE",11584,08300/0030,SW,STANDARD,7,0,0,0,321.896082039, ,321.896082038585
1784,1828,"15308,15310,15305,15307,15306,15309",N 35TH ST,1304,N,5/18/2021 12:00:00 AM,98,123,1329,1439,1400,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336919,"N 35TH ST, E/O ASHWORTH AVE N",15307,11985/0140,TOTAL,STANDARD,7,0,0,0,1583.93761435, ,1583.93761434621
1785,1835,13215,UNIVERSITY WAY NE,1364,N,5/26/2021 12:00:00 AM,124,155,1898,1714,2100,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336981,"UNIVERSITY WAY NE, S/O NE 40TH ST",13215,10120/0380,TOTAL,STANDARD,6,0,0,0,712.956091784, ,712.956091783535
1786,1844,"19417,19418,19419,19420",S BAILEY ST,238,N,1/27/2021 12:00:00 AM,519,633,7229,6692,9200,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336209,"S BAILEY ST, W/O ELLIS AVE S",19418,15370/0110,TOTAL,STANDARD,7,0,0,0,1027.32980083, ,1027.3298008273
1787,1851,"22214,22215,22213",SW GENESEE ST,334,N,4/20/2021 12:00:00 AM,54,52,503,468,600,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336590,"SW GENESEE ST, W/O 45TH AVE SW",22215,17720/0450,TOTAL,STANDARD,7,0,0,0,1002.65837253, ,1002.65837253157
1788,1852,"5448,5445,5444,5446,5447,157969,5767,5768,22557,22556,22268,22266,22269,337252,22271,22270,22272,22267,22265","35TH AVE SW,37TH AVE SW,SW MANNING ST,SW HANFORD ST",426,N,10/28/2021 12:00:00 AM,307,315,2992,2895,3000,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338365,"SW HANFORD ST, E/O 41ST AVE SW",22270,17760/0405,TOTAL,STANDARD,7,0,0,0,6485.20401228, ,6485.20401228347
1789,1853,"22777,22774,22778,22773,22775,22772,22776",SW ROXBURY ST,76,N,6/9/2021 12:00:00 AM,1132,1327,17497,16923,19000,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337122,"SW ROXBURY ST, E/O 30TH AVE SW",22774,18145/0280,TOTAL,STANDARD,7,0,0,0,2711.65265815, ,2711.65265814571
1790,1855,"6327,6326",40TH AVE NE,1723,N,3/30/2021 12:00:00 AM,203,312,2887,2705,3300,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336423,"40TH AVE NE, S/O NE 77TH ST",6326,03265/0750,TOTAL,STANDARD,7,0,0,0,1322.82007918, ,1322.82007918367
1791,1870,"8271,8509,8510","8TH AVE,9TH AVE",668,Y,7/28/2021 12:00:00 AM,260,259,3146,2863,3100,Study(Normalized21),COVID,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337616,"9TH AVE, NW/O E FIR ST",8509,04890/0020,TOTAL,STANDARD,7,0,0,0,1318.1031428, ,1318.10314280161
1792,1888,2765,2ND AVE,972,Y,8/5/2021 12:00:00 AM,783,957,11334,10916,12000,Study(Normalized21),COVID,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337765,"2ND AVE, SE/O WALL ST",2765,00955/0240,SE,STANDARD,7,0,0,0,305.916629176, ,305.916629175641
1793,1891,"4542,4543",3RD AVE W,1143,N,8/11/2021 12:00:00 AM,123,146,1650,1547,1700,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337836,"3RD AVE W, N/O W REPUBLICAN ST",4543,02110/0050,TOTAL,STANDARD,7,0,0,0,903.16712518, ,903.167125179831
1794,1892,"21198,21200,21204,21197,21202,21206,21199,21205,21209,21203,21201,21208,21207,21210",S ROXBURY ST,66,N,10/28/2021 12:00:00 AM,96,88,979,947,1000,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,338361,"S ROXBURY ST, W/O 59TH AVE S",21209,16880/0581,TOTAL,STANDARD,7,0,0,0,2813.69845334, ,2813.69845334322
1795,1901,"1239,1238,1240",1ST AVE W,1104,N,6/17/2021 12:00:00 AM,299,362,4213,3895,4600,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337329,"1ST AVE W, N/O W THOMAS ST",1240,00035/0030,TOTAL,STANDARD,7,0,0,0,1127.34835155, ,1127.34835154803
1796,1903,1932,14TH AVE S,469,N,4/2/2021 12:00:00 AM,426,556,6164,5777,6800,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336481,"14TH AVE S, S/O S COLLEGE ST",1932,00465/0230,TOTAL,STANDARD,7,0,0,0,406.529085902, ,406.52908590242
1797,1930,"19647,19646,19648",S CLOVERDALE ST,2031,N,11/4/2021 12:00:00 AM,858,944,11752,10703,11600,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,338381,"S CLOVERDALE ST, E/O 7TH AVE S",19647,15590/0070,TOTAL,STANDARD,7,0,0,0,1305.32363251, ,1305.32363250582
1798,1936,"11211,11210,11209",LAKE WASHINGTON BLVD E,1198,N,6/21/2021 12:00:00 AM,910,970,13140,12652,14200,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337246,"LAKE WASHINGTON BLVD E, NW/O E MADISON ST",11209,08055/0080,TOTAL,STANDARD,7,0,0,0,3387.75668824, ,3387.75668823508
1799,1940,"9690,9691",CLISE PL W,1226,N,7/28/2021 12:00:00 AM,514,639,7408,6920,7200,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,337698,"CLISE PL W, N/O MAGNOLIA BLVD W",9690,05970/0190,TOTAL,STANDARD,7,0,0,0,871.203006536, ,871.203006535755
1800,1959,"23300,23295,23296,23299,23294,23297,23298",W EMERSON ST,1369,N,6/29/2021 12:00:00 AM,309,356,4179,4139,4500,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337335,"W EMERSON ST, W/O 36TH AVE W",23296,18570/0360,TOTAL,STANDARD,6,0,0,0,2494.71831877, ,2494.71831877206
1801,1968,"670573,9800,9799","1ST AVE NE,CORLISS AVE N",1882,N,5/12/2021 12:00:00 AM,66,146,1048,934,1100,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336836,"CORLISS AVE N, SW/O 1ST AVE NE",9800,06080/1235,TOTAL,STANDARD,7,0,0,0,1028.56327725, ,1028.56327725472
1802,1980,"164474,12052,12054,12053",OLSON PL SW,71,N,10/5/2021 12:00:00 AM,1899,2738,33781,32094,33800,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338100,"OLSON PL SW, NE/O 3RD AVE SW",164474,08955/0920,TOTAL,STANDARD,7,0,0,0,2293.86466117, ,2293.86466116607
1803,1991,"3731,3728,3729,3730",25TH AVE NE,1701,N,8/2/2021 12:00:00 AM,601,812,9371,8911,9900,Study(Normalized21), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,337726,"25TH AVE NE, S/O NE 75TH ST",3731,01610/0740,TOTAL,STANDARD,7,0,0,0,2653.3652348, ,2653.36523479746
1804,1994,13499,WESTERN AVE,676,Y,5/13/2021 12:00:00 AM,424,663,6745,6971,7300,Study(Normalized21),COVID,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,336864,"WESTERN AVE, NW/O MADISON ST",13499,10420/0100,TOTAL,STANDARD,7,0,0,0,305.901129397, ,305.901129396956
1805,2059,"5004,21515,20060,11220,20510,5413,5411,5412","32ND AVE S,S WASHINGTON ST,S FRINK PL,LAKE WASHINGTON BLVD S,S JACKSON ST,35TH AVE S",587,N,6/22/2021 12:00:00 AM,91,246,1764,1660,1900,Study(Normalized21), , ,, ,6/7/2019 12:00:00 AM,337271,"35TH AVE S, N/O S LANE ST",5412,02715/0050,TOTAL,STANDARD,7,0,0,0,2826.42114869, ,2826.42114869302
1806,21,"17265,17264,17263",NE 65TH ST,1626,N,2/24/2022 12:00:00 AM,796,931,12202,12126,12500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338786,"NE 65TH ST, W/O 15TH AVE NE",17265,13465/0140,TOTAL,STANDARD,7,0,0,0,918.568838404, ,918.568838419241
1807,26,13202,UNIVERSITY ST,761,Y,10/13/2022 12:00:00 AM,347,577,6349,6282,6300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340177,"UNIVERSITY ST, SW/O 4TH AVE",13202,10115/0030,NE,STANDARD,7,0,0,0,321.93017992, ,321.930179933255
1808,33,"2657,2659,2660,2658,2656",19TH AVE E,1173,N,10/3/2022 12:00:00 AM,494,543,5297,4916,5300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,340070,"19TH AVE E, N/O E HARRISON ST",2657,00910/0040,TOTAL,STANDARD,7,0,0,0,2321.87814098, ,2321.87814098349
1809,41,"12909,12908",STEWART ST,1029,B,6/24/2022 12:00:00 AM,655,368,6987,7070,6700,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339543,"STEWART ST, SW/O MINOR AVE",12908,09800/0110,SW,STANDARD,7,0,0,0,643.919925679, ,643.91992569975
1810,48,13537,WESTLAKE AVE N,1159,N,10/1/2022 12:00:00 AM,848,894,12855,12445,12900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342143,"WESTLAKE AVE N, N/O MERCER NR ST",13537,10440/0060,TOTAL,STANDARD,7,0,0,0,412.934866951, ,412.934866965968
1811,53,484894,M L KING JR WAY S,309,N,10/6/2022 12:00:00 AM,1,1,13956,13477,14000,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,340114,"M L KING JR ER WAY S, N/O S ALASKA ST",484894,08299/0450,TOTAL,STANDARD,7,0,0,0,828.008934623, ,828.008934608729
1812,63,"6876,6877,11643","45TH AVE SW,MARINE VIEW DR SW",86,N,7/21/2022 12:00:00 AM,401,471,5476,5211,5200,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339683,"45TH AVE SW, S/O SW BRACE POINT DR",6876,03635/0930,TOTAL,STANDARD,7,0,0,0,1892.88721113, ,1892.88721114484
1813,88,"14071,14073,14076,14074,14072,14075",EAST GREEN LAKE WAY N,1618,N,10/14/2022 12:00:00 AM,1,1,12746,12274,12700,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340167,"EAST GREEN LAKE WAY N, NE/O N 57TH ST",14073,11075/0570,TOTAL,STANDARD,7,0,0,0,2861.63486428, ,2861.63486426808
1814,95,"16491,16488,16492,16487,16495,16484,16499,16496,16493,16486,16490,16485,16494,16498,16489",NE 125TH ST,1876,N,3/8/2022 12:00:00 AM,888,1,13249,12450,11900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338806,"NE 125TH ST, W/O 27TH AVE NE",16496,12975/0260,TOTAL,STANDARD,7,0,0,0,4028.47902076, ,4028.47902079159
1815,118,"6236,6235",4TH AVE S,500,N,10/1/2022 12:00:00 AM,2,2,28497,25683,28500,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,342141,"4TH AVE S, N/O S HOLGATE ST",6236,03150/0170,TOTAL,STANDARD,7,0,0,0,1155.57656225, ,1155.57656224913
1816,125,"14940,14943,14941,14946,14942,14944,14945,14939,14938",E YESLER WAY,595,N,8/10/2022 12:00:00 AM,416,471,5434,5171,5100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339804,"E YESLER WAY, E/O 18TH AVE",14942,11690/0180,TOTAL,STANDARD,7,0,0,0,2916.86730572, ,2916.86730572001
1817,135,"12295,12296,12294",QUEEN ANNE AVE N,1103,N,3/23/2022 12:00:00 AM,323,410,5397,5202,4900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,338932,"QUEEN ANNE AVE N, N/O JOHN ST",12295,09315/0020,S,STANDARD,7,0,0,0,1277.16825154, ,1277.16825155795
1818,136,2755,2ND AVE,737,Y,7/7/2022 12:00:00 AM,530,649,9335,9427,8800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339576,"2ND AVE, SE/O UNIVERSITY ST",2755,00955/0120,SE,STANDARD,7,0,0,0,305.95450149, ,305.954501474871
1819,184,"1846,1849,1848,1847",14TH AVE,863,N,2/1/2022 12:00:00 AM,343,429,4789,4575,4900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338676,"14TH AVE, S/O E SPRING ST",1848,00445/0090,TOTAL,STANDARD,7,0,0,0,1776.30687159, ,1776.30687159103
1820,194,"5896,5898,5895,5899,5897,11930,11931,336724,11929,11928,20822,20823,10977,275662,275661,275663,10975,10976","38TH AVE S,MOUNT RAINIER DR S,S MCCLELLAN ST,HUNTER BLVD S",361,N,1/18/2022 12:00:00 AM,393,449,4355,4005,4400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338583,"MOUNT RAINIER DR S, NW/O S RIDGEWAY PL",11928,08740/0280,TOTAL,STANDARD,7,0,0,0,6926.96332024, ,6926.96332024114
1821,221,"8258,8257,8260,8259,8261",7TH AVE W,1269,N,10/6/2022 12:00:00 AM,87,89,933,889,900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340106,"7TH AVE W, S/O W SMITH ST",8258,04730/0245,TOTAL,STANDARD,7,0,0,0,1283.72649275, ,1283.72649276584
1822,224,"8115,8784,8794,8790,8793,8799,8782,8786,8792,8791,8783,8787,8789,8795,8798,8797,8785,8788,8796,10813,10812,10814","63RD AVE SW,ALKI AVE SW,HARBOR AVE SW",545,N,10/17/2022 12:00:00 AM,460,604,7349,7478,7300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340214,"ALKI AVE SW, W/O HARBOR AVE SW",8782,05095/0110,TOTAL,STANDARD,7,0,0,0,12733.3079178, ,12733.3079177573
1823,227,"507272,507273",SW FLORIDA ST,478,N,6/9/2022 12:00:00 AM,634,649,4706,3766,4500,Study(Normalized22), ,Not,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339472,"SW FLORIDA NR ST, E/O 13TH AVE SW",507273,17692/0110,TOTAL,STANDARD,7,0,0,0,1147.77549902, ,1147.77549901131
1824,254,"589801,589800,589802",MERCER ST,1133,N,10/1/2022 12:00:00 AM,3,3,44132,42494,44100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342142,"MERCER NR ST, E/O WESTLAKE AVE N",589800,08616/0095,TOTAL,STANDARD,7,0,0,0,1022.53881299, ,1022.53881297328
1825,274,"10758,10755,10757,10763,10759,10754,10761,10756,10762,10760,10752,10764",GREENWOOD AVE N,1832,N,3/24/2022 12:00:00 AM,607,887,10067,9723,9100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339839,"GREENWOOD AVE N, S/O N 104TH ST",10763,07105/1030,TOTAL,STANDARD,7,0,0,0,5285.02209271, ,5285.02209270568
1826,308,"20495,20496,20499,20498,20497",S JACKSON ST,559,N,8/23/2022 12:00:00 AM,463,630,7915,7631,7400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339812,"S JACKSON ST, E/O 18TH AVE S",20498,16285/0180,TOTAL,STANDARD,7,0,0,0,1919.62060832, ,1919.62060830698
1827,314,"8238,8237,8466,8469,8467,8468,21401","7TH AVE S,8TH AVE S,S TRENTON ST",129,N,3/25/2022 12:00:00 AM,200,218,2003,1786,1800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338952,"8TH AVE S, S/O S DIRECTOR ST",8469,04805/0910,TOTAL,STANDARD,7,0,0,0,3436.94971096, ,3436.9497109346
1828,324,"15957,15960,15963,15958,15961,15962,15956,15959,15964",N 85TH ST,1771,N,10/14/2022 12:00:00 AM,2,2,26814,26868,26800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340163,"N 85TH ST, W/O ASHWORTH AVE N",15962,12500/0140,TOTAL,STANDARD,7,0,0,0,1990.477333, ,1990.47733301955
1829,326,"9312,9310,9311,9313",BOREN AVE,783,B,4/8/2022 12:00:00 AM,887,1,12848,11616,12600,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,339031,"BOREN AVE, SE/O COLUMBIA ST",9311,05565/0070,TOTAL,STANDARD,7,0,0,0,1224.11373893, ,1224.11373892026
1830,353,12900,STEWART ST,878,Y,10/13/2022 12:00:00 AM,555,654,8432,8100,8400,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340178,"STEWART ST, NE/O 4TH AVE",12900,09800/0040,SW,STANDARD,7,0,0,0,321.899509153, ,321.899509173346
1831,358,20487,S JACKSON ST,566,B,10/1/2022 12:00:00 AM,583,733,9867,9649,9900,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342131,"S JACKSON ST, E/O 4TH AVE S",20487,16285/0040,TOTAL,STANDARD,7,0,0,0,320.864330186, ,320.864330201061
1832,362,"3331,3200,22067,22065,22066,2334,2330,2336,2335,2338,2333,2337,2331,2332,22650,3479","22ND AVE SW,21ST AVE SW,SW DAWSON ST,16TH AVE SW,SW OREGON ST,23RD AVE SW",311,N,5/5/2022 12:00:00 AM,517,517,6164,5852,5800,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,339266,"16TH AVE SW, N/O SW OTHELLO ST",2336,00695/0720,TOTAL,STANDARD,7,0,0,0,11823.081133, ,11823.0811330215
1833,371,"23530,23528,23531,23533,23539,23535,23529,23536,23538,23534,23537,23532",WEST MARGINAL WAY SW,355,N,10/31/2022 12:00:00 AM,1,1,12090,10583,12100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,340291,"WEST MARGINAL WAY SW, S/O SW ALASKA ST",23535,18845/0470,TOTAL,STANDARD,7,0,0,0,13076.4449499, ,13076.4449499207
1834,396,13330,WEST SEATTLE BR EB,2018,N,10/26/2022 12:00:00 AM,4,5,59209,58358,59200,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,7/1/2021 12:00:00 AM,340257,"WEST SEATTLE BR EB, E/O DELRIDGE-W SEATTLE BR EB ON RP",13330,10258/0130,TOTAL,STANDARD,7,0,0,0,3643.39475557, ,3643.39475557313
1835,401,"22759,22760,22758,22755,22757,22754,22756,22761",SW ROXBURY ST,72,N,3/29/2022 12:00:00 AM,2,2,24675,23996,22300,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338966,"SW ROXBURY ST, E/O 12TH AVE SW",22757,18145/0110,TOTAL,STANDARD,7,0,0,0,2407.32016394, ,2407.32016394383
1836,416,"11750,11752,11751",MERIDIAN AVE N,1929,N,3/29/2022 12:00:00 AM,276,381,3420,3245,3100,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338958,"MERIDIAN AVE N, S/O N 145TH ST",11752,08620/1430,TOTAL,STANDARD,7,0,0,0,1993.39932508, ,1993.39932508492
1837,420,1202,1ST AVE S,518,N,10/1/2022 12:00:00 AM,1,1,15741,14915,15700,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,342133,"1ST AVE S, N/O S ATLANTIC ST",1202,00030/0120,TOTAL,STANDARD,7,0,0,0,760.007189126, ,760.007189126093
1838,449,"2315,2314,1955","16TH AVE S,14TH AVE S",137,N,3/25/2022 12:00:00 AM,2,1,19040,16356,17200,Study(Normalized22), ,Act,1/1/2015 12:00:00 AM,Original Data,6/7/2019 12:00:00 AM,338948,"16TH AVE S, N/O 16TH AVE S BR",2315,00690/0775,TOTAL,STANDARD,7,0,0,0,2912.56278338, ,2912.56278336692
